Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-4608,T06 Determine necessity of stop advice-complete,Resource04,2010/12/17 20:09:49.891,Variant 10,10,Internet,General,,Resource04,task-4913,T06 Determine necessity of stop advice,complete,Group 1
case-4608,T10 Determine necessity to stop indication-complete,Resource04,2010/12/17 20:10:07.683,Variant 10,10,Internet,General,,Resource04,task-4916,T10 Determine necessity to stop indication,complete,Group 1
case-4608,T05 Print and send confirmation of receipt-complete,Resource04,2010/12/20 23:15:26.476,Variant 10,10,Internet,General,,Resource04,task-4915,T05 Print and send confirmation of receipt,complete,Group 2
case-4619,T02 Check confirmation of receipt-complete,Resource08,2010/12/03 20:48:16.495,Variant 1,1,Internet,General,,Resource08,task-2722,T02 Check confirmation of receipt,complete,Group 4
case-4619,T04 Determine confirmation of receipt-complete,Resource10,2010/12/03 21:50:01.850,Variant 1,1,Internet,General,,Resource08,task-2724,T04 Determine confirmation of receipt,complete,Group 3
case-4619,T05 Print and send confirmation of receipt-complete,admin1,2010/12/06 21:40:49.307,Variant 1,1,Internet,General,,Resource08,task-2752,T05 Print and send confirmation of receipt,complete,Group 2
case-4619,T06 Determine necessity of stop advice-complete,Resource08,2010/12/13 17:37:38.475,Variant 1,1,Internet,General,,Resource08,task-2723,T06 Determine necessity of stop advice,complete,Group 1
case-4619,T10 Determine necessity to stop indication-complete,Resource08,2010/12/13 17:37:55.173,Variant 1,1,Internet,General,,Resource08,task-3801,T10 Determine necessity to stop indication,complete,Group 1
case-4623,T06 Determine necessity of stop advice-complete,Resource07,2010/12/07 16:11:47.505,Variant 110,110,Internet,General,,Resource07,task-3051,T06 Determine necessity of stop advice,complete,Group 1
case-4623,T10 Determine necessity to stop indication-complete,Resource07,2010/12/07 16:23:21.902,Variant 110,110,Internet,General,,Resource07,task-3053,T10 Determine necessity to stop indication,complete,Group 1
case-4623,T04 Determine confirmation of receipt-complete,Resource10,2010/12/07 23:43:51.518,Variant 110,110,Internet,General,,Resource07,task-3122,T04 Determine confirmation of receipt,complete,Group 3
case-4623,T05 Print and send confirmation of receipt-complete,admin1,2010/12/08 16:38:23.535,Variant 110,110,Internet,General,,Resource07,task-3165,T05 Print and send confirmation of receipt,complete,Group 2
case-4623,T11 Create document X request unlicensed-complete,Resource07,2010/12/10 15:11:58.211,Variant 110,110,Internet,General,,Resource07,task-3057,T11 Create document X request unlicensed,complete,Group 1
case-4623,T12 Check document X request unlicensed-complete,Resource19,2010/12/10 15:46:30.628,Variant 110,110,Internet,General,,Resource07,task-3525,T12 Check document X request unlicensed,complete,Group 4
case-4623,T14 Determine document X request unlicensed-complete,Resource07,2010/12/10 16:36:37.075,Variant 110,110,Internet,General,,Resource07,task-3540,T14 Determine document X request unlicensed,complete,Group 3
case-4623,T15 Print document X request unlicensed-complete,Resource07,2010/12/10 16:36:47.840,Variant 110,110,Internet,General,,Resource07,task-3552,T15 Print document X request unlicensed,complete,Group 2
case-4632,T06 Determine necessity of stop advice-complete,Resource07,2010/12/07 16:50:57.824,Variant 3,3,Internet,General,,Resource07,task-3060,T06 Determine necessity of stop advice,complete,Group 1
case-4632,T10 Determine necessity to stop indication-complete,Resource07,2010/12/07 16:52:00.389,Variant 3,3,Internet,General,,Resource07,task-3061,T10 Determine necessity to stop indication,complete,Group 1
case-4632,T04 Determine confirmation of receipt-complete,Resource10,2010/12/07 23:24:15.374,Variant 3,3,Internet,General,,Resource07,task-3123,T04 Determine confirmation of receipt,complete,Group 3
case-4632,T05 Print and send confirmation of receipt-complete,admin1,2010/12/08 16:37:15.669,Variant 3,3,Internet,General,,Resource07,task-3164,T05 Print and send confirmation of receipt,complete,Group 2
case-4639,T02 Check confirmation of receipt-complete,Resource01,2010/12/15 18:56:46.605,Variant 1,1,Internet,General,,Resource01,task-4486,T02 Check confirmation of receipt,complete,Group 4
case-4639,T04 Determine confirmation of receipt-complete,Resource01,2010/12/15 18:58:21.887,Variant 1,1,Internet,General,,Resource01,task-4488,T04 Determine confirmation of receipt,complete,Group 3
case-4639,T05 Print and send confirmation of receipt-complete,Resource01,2010/12/15 18:59:52.331,Variant 1,1,Internet,General,,Resource01,task-4490,T05 Print and send confirmation of receipt,complete,Group 2
case-4639,T06 Determine necessity of stop advice-complete,Resource01,2010/12/15 19:00:06.209,Variant 1,1,Internet,General,,Resource01,task-4487,T06 Determine necessity of stop advice,complete,Group 1
case-4639,T10 Determine necessity to stop indication-complete,Resource01,2010/12/15 19:00:32.199,Variant 1,1,Internet,General,,Resource01,task-4491,T10 Determine necessity to stop indication,complete,Group 1
case-4640,T02 Check confirmation of receipt-complete,Resource08,2010/12/09 22:58:39.802,Variant 1,1,Internet,General,,Resource08,task-3511,T02 Check confirmation of receipt,complete,Group 4
case-4640,T04 Determine confirmation of receipt-complete,Resource10,2010/12/10 15:21:44.667,Variant 1,1,Internet,General,,Resource08,task-3513,T04 Determine confirmation of receipt,complete,Group 3
case-4640,T05 Print and send confirmation of receipt-complete,admin1,2010/12/10 21:03:12.340,Variant 1,1,Internet,General,,Resource08,task-3533,T05 Print and send confirmation of receipt,complete,Group 2
case-4640,T06 Determine necessity of stop advice-complete,Resource08,2010/12/13 20:29:35.449,Variant 1,1,Internet,General,,Resource08,task-3512,T06 Determine necessity of stop advice,complete,Group 1
case-4640,T10 Determine necessity to stop indication-complete,Resource08,2010/12/14 16:32:26.216,Variant 1,1,Internet,General,,Resource08,task-3950,T10 Determine necessity to stop indication,complete,Group 1
case-4641,T06 Determine necessity of stop advice-complete,Resource07,2010/12/10 22:59:33.005,Variant 3,3,Internet,General,,Resource07,task-3695,T06 Determine necessity of stop advice,complete,Group 1
case-4641,T10 Determine necessity to stop indication-complete,Resource07,2010/12/10 23:03:45.699,Variant 3,3,Internet,General,,Resource07,task-3696,T10 Determine necessity to stop indication,complete,Group 1
case-4641,T04 Determine confirmation of receipt-complete,Resource07,2010/12/10 23:06:24.227,Variant 3,3,Internet,General,,Resource07,task-3697,T04 Determine confirmation of receipt,complete,Group 3
case-4641,T05 Print and send confirmation of receipt-complete,Resource07,2010/12/10 23:06:34.697,Variant 3,3,Internet,General,,Resource07,task-3701,T05 Print and send confirmation of receipt,complete,Group 2
case-4653,T02 Check confirmation of receipt-complete,Resource15,2010/12/10 16:06:28.682,Variant 10,10,Internet,General,,Resource15,task-3541,T02 Check confirmation of receipt,complete,Group 4
case-4653,T04 Determine confirmation of receipt-complete,Resource15,2010/12/10 16:06:42.567,Variant 10,10,Internet,General,,Resource15,task-3543,T04 Determine confirmation of receipt,complete,Group 3
case-4653,T06 Determine necessity of stop advice-complete,Resource15,2010/12/10 16:17:46.605,Variant 10,10,Internet,General,,Resource15,task-3542,T06 Determine necessity of stop advice,complete,Group 1
case-4653,T10 Determine necessity to stop indication-complete,Resource15,2010/12/10 16:19:16.776,Variant 10,10,Internet,General,,Resource15,task-3546,T10 Determine necessity to stop indication,complete,Group 1
case-4653,T05 Print and send confirmation of receipt-complete,admin1,2010/12/10 21:07:31.101,Variant 10,10,Internet,General,,Resource15,task-3544,T05 Print and send confirmation of receipt,complete,Group 2
case-4654,T06 Determine necessity of stop advice-complete,Resource15,2010/12/10 17:57:14.025,Variant 41,41,Internet,General,,Resource15,task-3588,T06 Determine necessity of stop advice,complete,Group 1
case-4654,T02 Check confirmation of receipt-complete,Resource15,2010/12/10 17:58:30.167,Variant 41,41,Internet,General,,Resource15,task-3587,T02 Check confirmation of receipt,complete,Group 4
case-4654,T04 Determine confirmation of receipt-complete,Resource15,2010/12/10 17:58:44.669,Variant 41,41,Internet,General,,Resource15,task-3590,T04 Determine confirmation of receipt,complete,Group 3
case-4654,T10 Determine necessity to stop indication-complete,Resource15,2010/12/10 17:59:02.440,Variant 41,41,Internet,General,,Resource15,task-3589,T10 Determine necessity to stop indication,complete,Group 1
case-4654,T05 Print and send confirmation of receipt-complete,admin1,2010/12/10 21:11:06.185,Variant 41,41,Internet,General,,Resource15,task-3591,T05 Print and send confirmation of receipt,complete,Group 2
case-4656,T06 Determine necessity of stop advice-complete,Resource17,2010/12/14 22:43:41.072,Variant 6,6,Internet,General,,Resource17,task-4256,T06 Determine necessity of stop advice,complete,Group 1
case-4656,T10 Determine necessity to stop indication-complete,Resource17,2010/12/14 22:45:04.757,Variant 6,6,Internet,General,,Resource17,task-4258,T10 Determine necessity to stop indication,complete,Group 1
case-4656,T05 Print and send confirmation of receipt-complete,admin1,2010/12/15 15:35:18.185,Variant 6,6,Internet,General,,Resource17,task-4259,T05 Print and send confirmation of receipt,complete,Group 2
case-4666,T02 Check confirmation of receipt-complete,Resource08,2010/12/14 19:51:07.579,Variant 1,1,Internet,General,,Resource08,task-4161,T02 Check confirmation of receipt,complete,Group 4
case-4666,T04 Determine confirmation of receipt-complete,Resource10,2010/12/15 23:47:37.064,Variant 1,1,Internet,General,,Resource08,task-4163,T04 Determine confirmation of receipt,complete,Group 3
case-4666,T05 Print and send confirmation of receipt-complete,admin1,2010/12/17 17:11:54.027,Variant 1,1,Internet,General,,Resource08,task-4610,T05 Print and send confirmation of receipt,complete,Group 2
case-4666,T06 Determine necessity of stop advice-complete,Resource08,2011/01/07 21:44:48.678,Variant 1,1,Internet,General,,Resource08,task-4162,T06 Determine necessity of stop advice,complete,Group 1
case-4666,T10 Determine necessity to stop indication-complete,Resource08,2011/01/07 21:45:05.256,Variant 1,1,Internet,General,,Resource08,task-7277,T10 Determine necessity to stop indication,complete,Group 1
case-4667,T04 Determine confirmation of receipt-complete,Resource10,2010/12/22 21:14:47.466,Variant 111,111,Internet,General,,Resource12,task-5462,T04 Determine confirmation of receipt,complete,Group 3
case-4667,T05 Print and send confirmation of receipt-complete,admin1,2010/12/24 17:03:05.766,Variant 111,111,Internet,General,,Resource12,task-5465,T05 Print and send confirmation of receipt,complete,Group 2
case-4667,T06 Determine necessity of stop advice-complete,Resource12,2011/01/06 19:21:20.609,Variant 111,111,Internet,General,,Resource12,task-4084,T06 Determine necessity of stop advice,complete,Group 1
case-4667,T07-5 Draft intern advice aspect 5-complete,Resource12,2011/01/06 19:21:55.888,Variant 111,111,Internet,General,,Resource12,task-7049,T07-5 Draft intern advice aspect 5,complete,Group 1
case-4667,T06 Determine necessity of stop advice-complete,Resource12,2011/01/06 19:22:24.200,Variant 111,111,Internet,General,,Resource12,task-7050,T06 Determine necessity of stop advice,complete,Group 1
case-4667,T07-5 Draft intern advice aspect 5-complete,Resource12,2011/01/06 19:22:51.490,Variant 111,111,Internet,General,,Resource12,task-7051,T07-5 Draft intern advice aspect 5,complete,Group 1
case-4667,T06 Determine necessity of stop advice-complete,Resource12,2011/01/06 19:23:38.884,Variant 111,111,Internet,General,,Resource12,task-7052,T06 Determine necessity of stop advice,complete,Group 1
case-4667,T10 Determine necessity to stop indication-complete,Resource12,2011/01/06 19:24:09.724,Variant 111,111,Internet,General,,Resource12,task-7053,T10 Determine necessity to stop indication,complete,Group 1
case-4677,T02 Check confirmation of receipt-complete,Resource15,2010/12/10 18:23:49.409,Variant 10,10,Internet,General,,Resource15,task-3604,T02 Check confirmation of receipt,complete,Group 4
case-4677,T04 Determine confirmation of receipt-complete,Resource15,2010/12/10 18:24:00.090,Variant 10,10,Internet,General,,Resource15,task-3606,T04 Determine confirmation of receipt,complete,Group 3
case-4677,T06 Determine necessity of stop advice-complete,Resource15,2010/12/10 18:24:23.663,Variant 10,10,Internet,General,,Resource15,task-3605,T06 Determine necessity of stop advice,complete,Group 1
case-4677,T10 Determine necessity to stop indication-complete,Resource15,2010/12/10 18:24:45.453,Variant 10,10,Internet,General,,Resource15,task-3608,T10 Determine necessity to stop indication,complete,Group 1
case-4677,T05 Print and send confirmation of receipt-complete,admin1,2010/12/10 21:12:49.726,Variant 10,10,Internet,General,,Resource15,task-3607,T05 Print and send confirmation of receipt,complete,Group 2
case-4678,T06 Determine necessity of stop advice-complete,Resource07,2010/12/10 23:23:10.841,Variant 3,3,Internet,General,,Resource07,task-3710,T06 Determine necessity of stop advice,complete,Group 1
case-4678,T10 Determine necessity to stop indication-complete,Resource07,2010/12/10 23:23:39.510,Variant 3,3,Internet,General,,Resource07,task-3711,T10 Determine necessity to stop indication,complete,Group 1
case-4678,T04 Determine confirmation of receipt-complete,Resource07,2010/12/13 20:18:34.872,Variant 3,3,Internet,General,,Resource07,task-3817,T04 Determine confirmation of receipt,complete,Group 3
case-4678,T05 Print and send confirmation of receipt-complete,Resource07,2010/12/13 20:18:59.128,Variant 3,3,Internet,General,,Resource07,task-3943,T05 Print and send confirmation of receipt,complete,Group 2
case-4680,T06 Determine necessity of stop advice-complete,Resource11,2010/12/15 18:18:47.684,Variant 3,3,Internet,General,,Resource07,task-4446,T06 Determine necessity of stop advice,complete,Group 1
